month,moneyNeeded,promoted,moneyCollected,daysSpent,daysRequired,category,coverage
6,718000,True,733188,7,16,Medicine,176768
10,134000,True,128564,18,25,Other,495221
6,931000,True,875295,25,3,Other,10000
9,526000,True,603764,12,23,Humanitarian,10000
9,721000,True,754760,27,29,Military,2779295
10,716000,True,715833,15,20,Humanitarian,10000
11,463000,True,461991,8,1,Medicine,4426159
2,93000,False,3547,23,31,Medicine,796087
5,836000,True,720706,27,22,Medicine,223880
3,561000,True,522454,27,9,Other,272277
7,369000,False,280188,29,8,Military,226635
12,422000,True,485744,2,7,Medicine,10000
1,238000,True,220915,5,13,Medicine,1196
10,268000,True,265475,9,13,Humanitarian,10000
11,549000,True,603552,18,22,Military,213830
11,259000,True,309418,16,18,Other,10000
8,91000,True,107725,20,8,Humanitarian,432685
4,441000,False,105948,23,23,Other,329441
10,848000,False,296304,14,18,Medicine,4927
10,830000,False,396960,6,15,Military,10000
11,635000,False,456053,23,18,Military,10000
1,126000,True,121555,23,5,Other,114178
2,828000,True,792240,14,8,Military,10000
1,131000,True,118575,1,5,Other,252653
11,711000,True,796186,11,13,Humanitarian,10000
7,385000,True,450454,10,30,Humanitarian,496361
1,298000,True,311758,6,9,Humanitarian,10000
2,168000,True,164428,30,11,Other,10000
3,510000,False,119931,21,26,Military,5897928
2,329000,True,296505,26,21,Military,10000
12,987000,False,653748,4,17,Humanitarian,10000
12,153000,False,46025,29,2,Other,363569
11,659000,True,739489,31,25,Medicine,10000
9,762000,True,853777,25,18,Humanitarian,10000
12,805000,True,811700,30,6,Medicine,289185
12,637000,False,437170,28,23,Other,462211
12,618000,True,588617,12,26,Medicine,10000
8,81000,True,71066,19,20,Military,475825
4,953000,True,765035,10,12,Other,4579465
3,47000,True,52652,23,17,Humanitarian,9865
8,451000,True,522638,28,23,Military,260796
8,177000,True,203207,23,2,Military,10000
6,359000,True,341218,20,9,Humanitarian,410715
12,33000,True,26863,4,4,Medicine,101206
1,683000,False,298747,31,22,Other,10000
7,587000,True,522588,28,24,Military,10000
10,719000,True,584335,25,12,Medicine,10000
10,489000,True,420370,1,31,Medicine,10000
7,483000,True,493616,19,8,Medicine,10000
10,980000,False,243851,15,2,Military,10000
9,47000,True,39884,30,24,Medicine,419409
2,893000,False,200159,27,17,Military,10000
11,784000,True,747378,18,13,Humanitarian,118084
7,62000,False,49418,9,19,Other,10000
1,219000,False,76863,20,15,Medicine,258351
12,196000,False,79172,15,23,Other,10000
12,788000,False,635984,19,29,Military,10000
5,739000,False,401649,26,27,Humanitarian,7664
5,520000,False,423615,21,8,Humanitarian,268518
1,224000,False,162742,30,15,Military,262638
5,459000,True,517693,12,17,Other,10000
12,506000,True,412749,10,10,Other,10000
10,952000,True,1036612,24,27,Military,10000
12,14000,True,14447,23,14,Medicine,10000
8,749000,True,854688,20,12,Military,3844
1,12000,True,13518,16,3,Military,10000
4,899000,True,935617,1,4,Other,234505
4,130000,True,140100,10,18,Humanitarian,138115
6,57000,True,63665,11,12,Medicine,10000
4,679000,False,153007,7,30,Other,100086
11,513000,False,64116,25,27,Military,214428
8,896000,False,562345,4,5,Medicine,2899
4,425000,True,416931,30,5,Medicine,10000
1,752000,True,745932,29,3,Military,10000
8,281000,False,206287,4,16,Medicine,10000
12,241000,True,283072,21,22,Humanitarian,422442
11,986000,True,1007828,28,29,Humanitarian,10000
2,897000,False,44907,21,29,Military,414350
2,392000,False,6481,14,29,Medicine,6991
3,920000,True,1093090,16,30,Humanitarian,10000
8,216000,True,198863,3,24,Other,474741
10,54000,True,58529,4,20,Other,9833
3,763000,True,811527,27,31,Military,10000
2,558000,True,527282,22,27,Other,10000
9,762000,True,682271,20,10,Medicine,10000
12,155000,False,75597,23,28,Humanitarian,129003
7,690000,False,514988,6,22,Humanitarian,457123
2,716000,True,705600,26,19,Humanitarian,2838
1,731000,True,737132,26,6,Other,9554
8,680000,True,712999,2,19,Other,379620
4,840000,True,672793,23,25,Medicine,5191
6,538000,True,478162,10,7,Other,481641
5,550000,False,377628,23,30,Military,312014
7,331000,True,383536,3,29,Military,10000
5,218000,True,213556,28,7,Humanitarian,3692
9,413000,True,399809,14,18,Humanitarian,10000
10,868000,True,881546,4,5,Military,10000
3,987000,True,1141919,20,22,Military,479168
3,538000,False,399012,14,23,Military,10000
6,38000,False,36178,23,25,Military,10000
11,39000,False,22046,16,29,Military,405119
8,28000,True,25610,3,28,Other,275275
9,850000,False,198418,19,4,Other,10000
12,658000,False,435365,27,27,Military,3038502
5,16000,False,5,18,12,Military,10000
3,525000,False,467026,5,21,Medicine,275995
9,571000,True,616627,6,9,Military,10000
5,251000,True,232790,31,17,Humanitarian,274
6,840000,True,916946,18,13,Humanitarian,316530
2,221000,True,261199,1,26,Other,174384
1,260000,True,241014,31,10,Medicine,493884
4,71000,True,77746,3,25,Humanitarian,10000
8,889000,True,863888,30,20,Medicine,10000
7,932000,False,691093,19,3,Humanitarian,10000
12,152000,False,136619,15,6,Other,239959
8,593000,False,502981,24,22,Other,10000
1,884000,True,814727,8,13,Medicine,10000
9,240000,True,286252,14,15,Military,10000
8,691000,True,614283,25,31,Humanitarian,7196728
11,847000,True,891829,18,22,Military,190639
7,786000,False,361643,22,30,Other,10000
6,855000,True,796637,12,5,Other,10000
8,767000,False,712172,8,13,Military,308016
10,392000,False,391660,15,4,Military,5497
11,841000,True,829489,14,7,Humanitarian,10000
5,402000,True,333458,23,11,Other,10000
11,828000,True,703646,1,30,Humanitarian,10000
10,918000,False,419855,4,5,Medicine,420706
1,608000,True,711893,3,16,Other,10000
1,68000,True,56308,4,26,Medicine,3454523
3,436000,True,380296,9,6,Humanitarian,9379086
12,563000,True,479670,29,22,Humanitarian,10000
9,52000,True,48265,5,14,Humanitarian,169843
9,364000,False,8933,20,1,Humanitarian,10000
11,465000,True,373573,23,8,Humanitarian,163477
11,912000,True,922444,1,2,Military,10000
11,577000,True,683586,30,17,Medicine,10000
12,130000,True,126387,19,20,Other,271566
1,321000,True,380987,6,14,Humanitarian,10000
7,698000,True,774158,26,24,Military,8394
3,396000,True,441909,19,24,Military,8224
3,60000,True,88383,13,14,Military,10000
7,40000,True,47122,18,14,Humanitarian,1376595
6,727000,False,251938,19,31,Humanitarian,116282
1,619000,False,438900,9,19,Military,280093
4,387000,True,457315,25,17,Other,361465
5,626000,False,188121,16,30,Other,10000
9,51000,True,48644,8,6,Medicine,10000
9,73000,False,23949,7,4,Humanitarian,10000
12,730000,True,790369,2,17,Medicine,10000
8,668000,False,625008,7,1,Military,492717
6,667000,False,386298,25,22,Military,10000
12,402000,True,463641,17,15,Military,469234
2,724000,True,825831,30,1,Military,366255
9,775000,True,723785,29,2,Humanitarian,10000
8,227000,True,209387,22,30,Medicine,178547
8,675000,False,502777,26,9,Humanitarian,198458
2,423000,False,121984,11,4,Military,459217
5,486000,True,581097,21,13,Humanitarian,10000
10,51000,True,59512,24,26,Military,10000
1,949000,False,780326,1,25,Humanitarian,10000
7,684000,False,259979,24,30,Humanitarian,376758
10,747000,True,751579,14,18,Military,208669
6,949000,True,1079573,16,26,Humanitarian,418506
1,796000,True,771908,11,19,Other,10000
7,213000,False,81694,17,3,Military,10000
10,225000,False,157297,17,22,Humanitarian,10000
9,791000,False,277562,7,6,Military,302126
5,929000,False,712583,9,9,Medicine,10000
4,98000,True,92061,23,20,Medicine,10000
8,433000,True,360800,8,4,Military,144223
4,90000,True,101349,7,26,Medicine,3066585
10,349000,True,374194,23,27,Military,489628
12,96000,True,106066,1,31,Military,10000
8,472000,True,419943,27,2,Medicine,10000
1,225000,True,195109,23,11,Humanitarian,10000
9,668000,False,597541,23,13,Medicine,420445
8,932000,True,900399,26,17,Humanitarian,10000
12,491000,True,545794,24,16,Humanitarian,425225
7,313000,False,129817,30,7,Military,10000
3,731000,False,439296,9,11,Military,6132
1,900000,False,586145,26,6,Other,10000
7,992000,True,1059214,3,5,Other,497940
2,227000,True,249244,9,27,Humanitarian,249425
8,522000,False,8693,1,29,Humanitarian,121139
11,432000,False,416394,8,28,Military,10000
6,794000,False,389736,3,10,Other,10000
11,986000,True,867702,31,9,Humanitarian,194522
3,945000,True,1070203,30,1,Medicine,206636
11,970000,False,737867,23,14,Medicine,10000
4,516000,True,464230,7,6,Medicine,10000
3,395000,True,385601,27,14,Other,229791
5,544000,False,70722,14,21,Military,328581
11,610000,True,533100,8,6,Medicine,282900
3,807000,True,777453,21,10,Humanitarian,9704
3,911000,False,68440,5,19,Other,307782
11,135000,True,119115,12,25,Humanitarian,603
2,601000,True,662685,12,4,Humanitarian,10000
6,846000,True,863402,31,2,Humanitarian,10000
7,192000,False,158126,21,28,Military,119117
4,494000,False,383862,1,17,Medicine,10000
7,261000,True,289805,23,4,Humanitarian,10000
4,496000,True,569013,13,16,Military,3106
2,86000,True,96016,4,9,Humanitarian,10000
2,134000,False,23075,6,1,Humanitarian,210004
3,258000,True,242206,4,30,Medicine,259979
6,16000,False,14285,21,8,Medicine,10000
8,121000,True,119477,30,10,Other,10000
9,188000,True,156542,25,15,Other,371787
12,852000,True,1005234,28,9,Humanitarian,306010
10,253000,True,247285,17,31,Medicine,10000
4,925000,False,335440,8,25,Military,10000
10,774000,True,821937,1,3,Military,10000
4,542000,True,615533,1,17,Humanitarian,9572
3,59000,True,67309,6,10,Military,194853
4,623000,False,109837,8,13,Humanitarian,10000
9,823000,False,291985,8,11,Medicine,10000
5,877000,False,170013,3,14,Medicine,10000
2,381000,True,338361,21,23,Other,10000
12,945000,True,1012105,4,9,Military,218994
2,625000,True,735145,11,24,Military,10000
3,998000,True,1132644,29,15,Other,367542
10,705000,True,564370,3,20,Other,318053
12,978000,False,4690,28,26,Medicine,5282
2,972000,True,851565,26,6,Military,10000
6,292000,False,57761,20,8,Military,287248
5,32000,False,22213,17,11,Medicine,492823
4,347000,False,141881,27,26,Military,200348
5,868000,True,1014236,25,30,Military,4525
12,778000,True,722879,17,3,Military,10000
8,686000,False,334647,2,25,Other,6426
4,361000,True,351380,29,28,Humanitarian,222524
8,219000,True,222263,29,21,Humanitarian,277035
7,513000,True,560821,11,1,Military,10000
8,655000,True,625175,1,27,Humanitarian,428961
11,552000,True,592843,12,17,Military,10000
11,798000,True,933590,8,12,Humanitarian,395243
9,259000,True,276521,24,13,Medicine,7395
11,947000,False,715199,13,10,Medicine,10000
10,812000,True,755810,5,5,Other,10000
10,587000,False,372280,21,24,Other,10000
12,559000,True,496371,29,12,Medicine,492748
11,285000,True,234310,31,18,Humanitarian,10000
7,605000,True,712550,9,7,Humanitarian,10000
7,356000,False,201232,10,25,Military,10000
7,403000,True,475865,31,26,Medicine,303092
3,437000,False,115903,7,26,Other,6504
12,779000,False,691311,25,5,Other,10000
2,398000,False,307142,2,15,Medicine,10000
11,192000,True,204648,1,5,Military,318129
5,916000,False,685029,11,25,Medicine,5641
6,136000,False,71763,3,26,Humanitarian,458634
1,914000,False,286554,3,18,Other,148962
5,139000,False,108770,12,10,Humanitarian,10000
11,487000,True,457465,9,30,Humanitarian,10000
3,176000,True,179962,19,24,Humanitarian,10000
2,789000,False,423254,16,11,Humanitarian,142232
1,994000,False,74656,13,18,Other,196759
5,318000,True,265772,24,4,Humanitarian,341446
12,106000,True,89527,27,7,Military,425444
3,417000,True,391152,19,20,Medicine,10000
10,605000,True,695326,3,17,Medicine,213499
8,658000,True,652888,1,22,Humanitarian,5057611
2,438000,True,443939,9,24,Military,10000
2,161000,False,146623,18,18,Other,3830567
12,813000,False,482265,3,14,Humanitarian,10000
3,867000,False,249695,3,12,Military,299854
9,86000,False,77272,26,15,Military,10000
4,961000,False,805988,3,3,Humanitarian,350167
11,616000,True,637336,9,29,Medicine,420956
5,952000,False,651171,10,27,Medicine,10000
12,72000,False,58236,17,2,Medicine,481092
4,872000,False,527750,24,3,Humanitarian,10000
4,442000,False,61923,11,9,Humanitarian,236646
11,601000,False,61097,23,5,Military,10000
2,22000,False,4399,10,26,Other,4843
6,754000,True,607887,26,1,Humanitarian,10000
11,435000,False,16920,28,10,Other,9786
10,235000,True,273391,20,26,Humanitarian,10000
2,552000,False,38497,10,15,Medicine,10000
2,275000,True,263387,10,30,Other,10000
7,272000,True,267237,20,22,Medicine,4148645
4,586000,True,619644,1,3,Military,10000
6,545000,False,400128,26,23,Humanitarian,10000
12,277000,True,323167,6,31,Military,10000
6,327000,True,293603,11,24,Military,478123
3,338000,True,353994,14,15,Military,10000
12,777000,True,754457,27,6,Military,10000
11,481000,True,502606,21,5,Other,4912
6,519000,True,575467,15,30,Humanitarian,10000
5,407000,False,95310,3,6,Humanitarian,10000
10,961000,True,1102345,19,19,Other,4819
2,827000,True,712803,10,23,Other,281145
12,86000,False,33624,30,25,Military,10000
11,74000,True,77653,23,3,Medicine,5274526
3,579000,True,561163,10,18,Other,10000
1,816000,True,937216,30,10,Medicine,226239
5,972000,True,1124103,13,2,Medicine,10000
9,220000,False,41438,23,6,Humanitarian,461083
9,971000,True,1102739,6,28,Humanitarian,10000
2,46000,False,5867,17,24,Other,10000
1,348000,True,302125,27,21,Medicine,10000
11,955000,True,862107,8,19,Medicine,10000
1,185000,True,150381,15,15,Military,1858
2,784000,True,634381,24,27,Other,10000
10,372000,True,391399,28,30,Military,10000
1,501000,False,480427,13,27,Humanitarian,10000
6,464000,True,517398,20,16,Other,10000
5,652000,True,778186,1,3,Medicine,10000
1,451000,False,233063,22,28,Other,3005
11,846000,False,73178,29,14,Humanitarian,1628
8,655000,True,689508,17,26,Medicine,5729
5,639000,True,547595,11,15,Other,10000
12,421000,False,215620,4,24,Humanitarian,10000
1,686000,True,654899,6,27,Other,10000
2,39000,True,41723,14,7,Other,371975
9,833000,False,73602,27,15,Military,126056
4,619000,True,741051,22,23,Military,217249
3,531000,True,509698,22,23,Humanitarian,542969
6,775000,True,659479,27,18,Humanitarian,10000
10,98000,True,134134,20,24,Military,10000
1,369000,False,38288,19,15,Other,10000
4,36000,False,7851,17,30,Other,10000
7,497000,True,410009,31,31,Other,10000
7,911000,True,1012330,31,10,Humanitarian,10000
4,962000,True,923927,8,15,Medicine,10000
7,297000,True,318324,27,6,Other,423
5,609000,True,598745,13,4,Humanitarian,10000
12,912000,True,977742,25,19,Medicine,10000
5,889000,False,213735,3,9,Humanitarian,391796
9,601000,True,647560,27,29,Military,241678
4,44000,True,47081,30,25,Humanitarian,9690
9,608000,True,713633,2,30,Medicine,397622
2,150000,True,149792,11,25,Humanitarian,10000
2,353000,True,362575,9,16,Humanitarian,1494321
1,244000,True,201241,19,11,Humanitarian,10000
7,906000,False,369262,26,12,Medicine,10000
8,207000,False,188310,19,9,Humanitarian,297565
1,898000,True,1014296,27,10,Humanitarian,359159
7,374000,True,373451,26,20,Other,10000
2,746000,True,796257,23,5,Humanitarian,10000
5,535000,True,460912,24,29,Humanitarian,10000
9,245000,True,275961,16,17,Military,333413
7,666000,True,645213,8,25,Medicine,7189
10,106000,True,144629,14,18,Military,266364
2,644000,False,212847,22,6,Other,8399
5,726000,True,737323,7,8,Military,5816588
9,823000,True,846463,17,21,Military,137300
2,214000,True,255750,29,4,Military,532
12,453000,True,384775,6,14,Military,10000
6,384000,True,307452,2,29,Military,10000
10,771000,False,770155,20,28,Other,207198
11,538000,True,552047,26,29,Military,3921
11,761000,False,380528,16,19,Medicine,10000
8,511000,True,473461,31,7,Other,270934
7,50000,False,15343,13,23,Military,10000
9,639000,False,82643,20,14,Other,407544
12,653000,True,650204,20,28,Military,10000
3,866000,False,675421,13,5,Other,482447
9,382000,False,37173,13,13,Humanitarian,10000
7,688000,True,763404,28,28,Other,10000
2,523000,True,470746,6,30,Other,10000
2,388000,True,408477,1,17,Medicine,6840
10,649000,True,724295,23,24,Other,297057
9,433000,True,515775,20,1,Medicine,10000
5,875000,False,28197,7,5,Humanitarian,10000
2,712000,True,747722,1,27,Humanitarian,10000
12,801000,False,322348,6,27,Other,131212
6,48000,True,55716,3,11,Humanitarian,400857
10,72000,True,75118,29,24,Other,10000
4,567000,False,215007,1,3,Humanitarian,236966
4,896000,False,412912,4,13,Medicine,336681
9,977000,False,45293,15,12,Medicine,103904
12,352000,False,61996,8,28,Medicine,10000
10,769000,True,711025,6,3,Medicine,10000
11,132000,False,4877,13,23,Other,10000
6,914000,True,861377,19,27,Military,10000
3,537000,False,299505,1,16,Medicine,10000
2,263000,True,246341,14,9,Other,10000
12,954000,True,977088,17,14,Medicine,339365
8,166000,True,191630,5,21,Medicine,442628
2,652000,True,726241,13,13,Military,10000
11,294000,True,272012,24,13,Other,9909
3,154000,True,154867,25,13,Medicine,10000
2,972000,True,827354,21,5,Military,436709
8,955000,True,891189,31,29,Humanitarian,10000
9,278000,False,197690,23,13,Other,10000
4,377000,True,375590,9,21,Other,236098
2,117000,False,3380,28,5,Humanitarian,10000
7,149000,True,166165,20,24,Humanitarian,479193
3,260000,True,279751,12,18,Medicine,102464
12,592000,True,609061,8,15,Other,10000
12,596000,False,180476,29,31,Medicine,325341
7,373000,False,48807,4,13,Other,168402
9,794000,True,846177,5,15,Medicine,10000
10,321000,True,330949,31,2,Other,405329
10,149000,True,137356,9,14,Humanitarian,173401
9,374000,True,421556,29,29,Other,499621
7,511000,True,603671,26,26,Military,3837358
7,862000,True,835594,1,20,Humanitarian,10000
9,943000,False,914398,19,17,Medicine,10000
5,41000,False,17269,27,21,Humanitarian,354233
8,684000,True,561972,10,29,Other,6395668
5,671000,True,676518,14,18,Military,10000
3,677000,True,734831,3,29,Medicine,390397
7,391000,False,346904,19,1,Other,132774
2,851000,False,91050,30,2,Medicine,257538
2,844000,True,924577,22,23,Humanitarian,10000
4,590000,True,595893,8,12,Military,10000
9,341000,False,316632,19,2,Humanitarian,1014826
11,354000,True,416740,30,30,Other,173462
8,764000,True,615664,5,3,Other,394877
7,762000,True,806207,14,23,Other,10000
8,82000,True,92033,10,27,Humanitarian,321886
10,972000,True,1136811,29,30,Other,10000
7,89000,True,83404,16,3,Medicine,499773
1,423000,True,463087,13,19,Humanitarian,10000
8,762000,True,803568,15,11,Medicine,5378
12,917000,False,747134,28,27,Humanitarian,4664
2,46000,False,15642,21,7,Other,10000
8,795000,True,785047,16,18,Medicine,10000
6,884000,True,949294,18,2,Humanitarian,187527
5,739000,False,614165,27,3,Medicine,7808
9,222000,False,21460,15,2,Military,314583
11,639000,False,402651,1,28,Other,10000
12,556000,True,605822,11,21,Military,7161
7,482000,True,470470,7,4,Other,10000
9,256000,False,46204,18,4,Humanitarian,485945
6,947000,False,939983,27,1,Other,400379
9,692000,False,679664,2,5,Humanitarian,10000
8,841000,True,815680,29,12,Military,10000
4,470000,True,510248,1,4,Military,10000
4,110000,False,63042,8,30,Medicine,403657
9,600000,True,669571,12,6,Medicine,10000
8,418000,True,451456,31,14,Humanitarian,306954
2,982000,False,194940,27,24,Humanitarian,158873
6,984000,True,803387,15,8,Humanitarian,10000
10,841000,True,877460,1,1,Military,10000
8,143000,True,120566,11,18,Military,241717
12,137000,False,119781,10,22,Humanitarian,195834
6,779000,True,785419,14,1,Military,10000
10,646000,False,377343,27,27,Military,342239
8,475000,True,393763,21,9,Humanitarian,294552
1,837000,True,892092,18,22,Medicine,10000
11,513000,False,66942,14,31,Military,10000
11,711000,False,138773,11,2,Humanitarian,140086
8,331000,True,312602,23,1,Medicine,289457
9,587000,True,628994,10,23,Medicine,10000
11,375000,False,204535,29,29,Humanitarian,10000
10,720000,True,813577,22,23,Other,212119
11,184000,False,162192,27,8,Humanitarian,446085
6,695000,True,745723,28,23,Medicine,10000
10,189000,True,200927,18,21,Military,9261
1,680000,True,801102,22,22,Humanitarian,342247
11,445000,True,468814,15,17,Military,194899
7,364000,True,372753,21,2,Humanitarian,235
4,418000,True,452917,3,4,Military,402294
5,877000,True,972646,31,6,Medicine,10000
9,829000,False,808000,6,8,Medicine,4970
3,502000,False,3140,22,8,Military,10000
4,632000,True,668376,6,19,Medicine,10000
2,600000,True,573814,1,8,Humanitarian,10000
8,664000,True,590508,20,10,Other,10000
11,391000,False,147891,3,10,Medicine,10000
9,117000,True,98292,1,1,Medicine,1460
6,529000,False,296618,3,30,Humanitarian,444303
2,899000,False,537102,7,30,Other,10000
6,632000,False,161059,7,28,Military,483094
3,746000,True,774162,18,7,Other,10000
7,572000,True,508376,17,20,Other,10000
10,425000,True,501285,15,17,Military,236692
10,406000,True,435361,21,23,Medicine,10000
8,96000,True,95625,21,20,Medicine,10000
9,221000,False,90853,16,14,Humanitarian,10000
8,517000,False,3161,6,8,Medicine,10000
10,970000,False,603057,19,12,Military,166422
10,282000,True,319933,28,14,Medicine,10000
3,678000,True,798270,28,26,Medicine,297543
5,821000,True,833530,13,16,Humanitarian,10000
2,678000,False,403927,1,24,Other,10000
5,483000,True,475852,22,21,Other,10000
6,352000,True,306692,8,2,Other,385299
9,503000,True,542740,1,2,Military,10000
10,265000,True,283151,21,26,Military,201755
5,141000,True,152941,9,2,Other,438318
7,112000,True,133636,21,17,Other,2796
3,556000,True,565335,18,10,Humanitarian,10000
5,146000,True,156744,26,26,Medicine,310533
6,252000,False,65830,13,6,Medicine,213551
3,721000,False,651778,23,15,Military,10000
9,40000,False,35086,23,1,Other,10000
9,226000,True,222900,24,15,Medicine,10000
10,955000,True,1113855,17,24,Other,10000
6,628000,True,533375,28,27,Military,9817
11,915000,True,941713,14,21,Medicine,331625
7,337000,False,334529,8,17,Military,10000
11,364000,True,405822,20,14,Other,490102
2,472000,False,458939,6,27,Other,10000
7,683000,True,794777,18,17,Medicine,222637
1,662000,False,60999,2,28,Military,2427369
4,923000,True,799834,12,4,Humanitarian,10000
9,433000,False,170892,31,16,Medicine,315561
1,676000,False,103235,12,27,Other,10000
6,714000,True,844314,15,25,Humanitarian,10000
3,942000,False,570418,2,18,Humanitarian,9412267
10,496000,False,88921,14,22,Military,7956239
4,253000,False,60844,1,26,Humanitarian,10000
4,234000,True,225965,11,11,Humanitarian,10000
7,457000,False,261985,29,17,Military,209755
10,605000,True,505907,20,29,Humanitarian,483323
8,335000,True,304307,18,27,Humanitarian,10000
5,170000,False,50918,3,20,Military,10000
6,694000,True,583011,25,4,Military,10000
11,361000,True,343620,27,8,Humanitarian,10000
6,673000,True,769904,26,21,Humanitarian,10000
8,299000,False,179719,29,4,Other,10000
12,583000,True,602457,1,11,Medicine,10000
6,221000,True,262499,14,23,Other,10000
1,234000,True,278942,7,30,Humanitarian,106900
10,821000,True,853461,27,28,Military,10000
2,405000,False,185195,5,19,Military,10000
5,125000,True,137801,7,20,Medicine,1690937
2,797000,True,760830,15,4,Humanitarian,10000
8,735000,True,609763,1,8,Medicine,440084
2,77000,False,32945,5,22,Military,10000
8,878000,True,1040144,23,7,Medicine,126554
9,63000,True,59316,23,21,Other,123054
2,758000,True,901356,17,18,Medicine,255178
12,923000,False,170948,2,22,Humanitarian,412745
5,496000,True,504306,10,13,Humanitarian,10000
6,276000,True,268121,2,23,Other,10000
6,443000,False,203594,17,23,Military,10000
12,530000,True,632635,25,10,Medicine,10000
5,932000,True,800431,25,13,Other,10000
5,519000,False,272295,26,11,Military,212557
5,912000,True,788996,17,1,Other,10000
4,276000,True,277537,14,10,Medicine,10000
5,411000,False,222038,26,24,Other,257907
12,9000,False,6350,20,16,Humanitarian,219923
5,113000,True,93302,20,13,Medicine,10000
5,430000,True,399199,16,31,Humanitarian,10000
10,427000,True,444015,24,28,Military,429314
7,647000,True,604503,16,20,Military,10000
11,939000,True,971296,20,24,Military,276205
7,962000,False,47581,8,11,Humanitarian,10000
1,347000,True,346307,16,6,Military,2448957
11,603000,False,468384,13,31,Humanitarian,10000
6,210000,True,175773,4,2,Military,7994
2,168000,False,79724,5,31,Military,6151998
8,564000,True,578754,14,12,Humanitarian,451126
4,460000,True,464858,21,3,Medicine,10000
6,981000,False,536811,27,5,Military,10000
8,715000,True,814167,21,1,Other,10000
12,496000,False,465074,12,19,Military,156034
10,983000,True,865509,1,27,Other,328834
5,731000,False,589843,9,18,Humanitarian,377725
8,606000,True,674853,6,8,Medicine,10000
4,498000,False,483174,17,9,Humanitarian,313276
11,656000,True,722278,10,14,Military,496642
2,95000,False,21252,15,22,Medicine,257746
3,773000,True,913848,27,8,Medicine,10000
8,869000,True,796162,23,9,Other,413
5,580000,True,553483,7,21,Medicine,438568
9,606000,True,587287,26,25,Other,465069
5,135000,True,125619,2,15,Humanitarian,234080
12,253000,True,286551,28,11,Other,470014
9,639000,True,585554,3,26,Humanitarian,10000
7,399000,True,468708,16,15,Humanitarian,10000
1,202000,True,199432,5,9,Other,7573
12,25000,True,27503,3,8,Other,353217
4,10000,True,36855,13,18,Military,184730
10,70000,True,64347,20,20,Humanitarian,377449
12,214000,False,69245,11,18,Medicine,4902
4,901000,True,737007,30,6,Other,2251253
4,238000,True,223843,8,16,Other,10000
3,648000,True,685037,1,1,Military,10000
5,290000,False,25955,15,8,Humanitarian,10000
5,163000,False,149155,20,29,Medicine,127816
7,845000,True,691150,31,13,Humanitarian,268889
9,491000,False,13575,22,29,Military,462862
7,262000,False,126057,9,27,Military,421993
5,912000,False,508902,12,11,Medicine,8687
9,141000,True,160675,15,19,Military,10000
9,982000,False,482837,5,1,Medicine,259448
10,255000,True,303521,17,24,Other,4506403
4,575000,False,217100,16,26,Military,5643
3,873000,True,898115,20,9,Humanitarian,788
6,823000,True,889061,15,1,Other,7753810
5,282000,False,84556,17,9,Humanitarian,10000
12,914000,True,849113,14,22,Medicine,10000
8,646000,True,762683,24,4,Humanitarian,434515
9,710000,True,642035,15,25,Humanitarian,10000
5,215000,True,178563,27,14,Medicine,152218
9,435000,False,72514,23,31,Other,10000
10,348000,False,176940,5,15,Military,340508
2,799000,True,697368,31,4,Other,469630
11,238000,True,280182,1,14,Medicine,352992
4,774000,True,819557,28,30,Military,4592
6,932000,True,1117436,29,27,Other,497455
5,675000,True,788671,22,25,Medicine,411683
5,772000,True,870286,8,9,Military,10000
11,709000,True,823941,22,2,Humanitarian,9925
11,460000,True,419126,11,26,Other,340750
2,49000,False,7151,15,25,Other,10000
4,721000,False,199981,31,21,Other,344628
10,141000,False,53071,11,29,Other,10000
12,669000,True,742878,3,9,Military,307101
4,818000,False,554365,11,29,Medicine,10000
10,836000,False,368833,4,26,Medicine,10000
4,756000,False,132233,28,9,Other,317170
6,155000,True,157485,4,14,Humanitarian,7076
6,827000,True,899624,3,21,Military,444851
6,433000,False,16083,14,4,Other,189047
11,342000,True,346049,25,6,Other,405852
11,793000,False,745436,25,23,Other,5577
10,693000,True,681906,25,6,Humanitarian,5845
1,660000,False,286936,26,16,Other,473068
9,345000,True,375068,23,26,Military,10000
6,977000,False,745734,9,16,Military,7518
1,448000,False,410422,29,30,Medicine,209546
9,482000,False,107532,13,31,Medicine,216449
12,285000,False,223639,4,7,Humanitarian,3809
7,330000,True,380636,23,17,Medicine,406257
5,695000,False,406129,24,31,Other,10000
4,14000,True,12029,1,9,Other,10000
12,849000,True,712825,17,18,Other,140446
4,807000,True,832721,6,7,Military,9093
12,598000,True,478677,3,18,Medicine,297560
12,554000,True,654079,7,27,Other,211318
2,911000,True,748369,29,8,Medicine,10000
3,827000,False,564850,4,3,Medicine,299406
2,308000,True,267695,17,10,Other,10000
8,316000,False,293327,21,31,Medicine,1369
7,474000,False,206326,12,6,Military,10000
1,562000,True,508207,10,6,Humanitarian,411888
2,384000,True,410186,31,16,Other,5188
12,262000,True,226340,29,2,Medicine,1431
9,249000,True,293528,14,11,Humanitarian,292637
1,278000,True,246391,6,11,Military,195199
7,490000,True,546976,17,27,Other,10000
12,61000,False,37780,23,15,Medicine,348162
12,612000,True,531839,13,7,Military,219182
11,575000,True,497697,22,6,Medicine,10000
1,205000,False,70142,2,22,Other,4052954
1,0,True,0,31,9,Humanitarian,10000
4,165000,False,19424,29,5,Humanitarian,334992
